4141,214-87-5425,ACTIVE,Pintwala,Tildi,,U,2,1965-09-12,7112 Western Way,None,V6R 1W5,West Covina,OK,United States of America,010-8326,(946) 855-8446,+1 (622) 088-2130,Tildi.Pintwala@webmail.co.za,Tildi.Pintwala@gmx.ph,Minnesota Income Tax for doctors and lawyers,0.066,Ohio Income Tax for the elderly,0.0305,,,,,1,0,2018-12-02,9999-12-31
4142,120-09-2045,ACTIVE,Neubauer,Huan-yu,,M,3,1972-04-28,6456 Ashford Hollow South,None,76108,Provo,OH,United States of America,(440) 551-6252,616-3898,,Huan-yu.Neubauer@whale-mail.com,Huan-yu.Neubauer@ProtectAnimals.com,Oklahoma Income Tax for the masses,0.0318,Montana Income Tax for those driving SUVs,0.09,,,,,1,0,2018-12-02,9999-12-31
4143,082-52-8692,ACTIVE,Maltese,Gurjit,,M,3,2002-07-29,4652 Outervale Lane,None,V6P 1R4,Brownsville,SD,Canada,332-5526,804-7010,,Gurjit.Maltese@mailvault.com,None,Nova Scotia Income Tax for the elderly,0.2577,Ohio Income Tax for the elderly,0.0305,,,,,1,0,2018-12-02,9999-12-31
4144,939-28-2246,ACTIVE,Leeson,Logan,P,U,2,1944-06-30,4220 Enterprise Lane,None,V6W 1V3,Provo,NY,United States of America,166-6417,497-8569,617-6060,Logan.P.Leeson@operamail.com,None,South Carolina Income Tax for the masses,0.052,North Dakota Income Tax for inherited wealth,0.12,,,,,1,1,2018-12-02,9999-12-31
4145,790-59-0366,ACTIVE,Peoples,Eartha,A,U,2,2008-03-31,7430 Crescent Upper,None,76108,Torrance,PA,United States of America,691-3941,(331) 401-0311,359-7511,Eartha.A.Peoples@netdove.net,Eartha.A.Peoples@shtrudel.net,Nebraska Income Tax for inherited wealth,0.0668,Delaware Income Tax for inherited wealth,0.06,,,,,1,1,2018-12-02,9999-12-31
4146,490-66-6650,ACTIVE,Chattos,Tdr,O,U,3,1996-08-20,6156 Holmes Court,None,94139,Cleveland,RI,United States of America,(431) 805-7120,962-2914,,Tdr.O.Chattos@born2frag.de,None,Alberta Income Tax for doctors and lawyers,0.36,Hawaii Income Tax for the unemployed,0.0518,,,,,1,0,2018-12-02,9999-12-31
4147,448-99-4440,ACTIVE,McGillvray,Alka,,U,3,1964-01-13,8503 Pecos Drive,None,94475,Hay River,MA,Canada,340-1431,,,Alka.McGillvray@aussiemail.com.au,None,Iowa Income Tax for the elderly,0.0036,New York Income Tax for school teachers,0.0614,,,,,1,1,2018-12-02,9999-12-31
4148,452-06-3277,ACTIVE,Monzo,Annelise,M,U,3,1943-07-19,8074 Euclid Way,None,94656,Fort Collins,KS,United States of America,(803) 985-7308,+1 (251) 007-0644,(672) 599-6081,Annelise.M.Monzo@box.az,Annelise.M.Monzo@quake0.de,Arkansas Tax for blue collar workers,0.0216,Nova Scotia Income Tax for everyone else,0.3694,,,,,1,0,2018-12-02,9999-12-31
4149,753-33-8550,ACTIVE,McCleery,Binni,,U,3,1960-06-19,16124 Weyland Park,Apt. 904,92040,Milwaukee,Newfoundland,United States of America,(847) 408-8439,(360) 743-6621,+1 (219) 125-2806,Binni.McCleery@snail-mail.net,None,Oregon Income Tax for inherited wealth,0.09,Newfoundland Income Tax for children,0.0,,,,,1,1,2018-12-02,9999-12-31
4150,623-35-9436,ACTIVE,Gelo,Priya,V,F,2,1927-09-26,24940 Coralberry Boulevard,None,M5A 1Z8,Sacramento,IL,United States of America,378-5037,904-9423,,Priya.V.Gelo@spamavert.com,None,Alberta Income Tax for white collar workers,0.32,Northwest Territories Income Tax for children,0.0,,,,,1,0,2018-12-02,9999-12-31
4151,580-74-4787,ACTIVE,Tandiono,Nan,,U,2,1932-05-31,11358 Elle Lee Street,None,V6S 1Q7,Inglewood,CA,United States of America,(272) 957-1385,(253) 556-8671,131-0102,Nan.Tandiono@amplimail.com,Nan.Tandiono@gmx.com,Louisana Income Tax for inherited wealth,0.06,Oklahoma Income Tax for the unemployed,0.0586,,,,,1,0,2018-12-02,9999-12-31
4152,332-07-9928,ACTIVE,Wilbur,Toni,T,M,3,1950-03-16,7819 Gates Boulevard,Suite 429,15202,Moreno Valley,KY,United States of America,812-1828,+1 (374) 879-1751,287-3884,Toni.T.Wilbur@whale-mail.com,None,Delaware Income Tax for doctors and lawyers,0.041,Iowa Income Tax for everyone else,0.0683,WIL6614,846,3068464,Expenses+Spender,1,0,2018-12-02,9999-12-31
4153,043-24-5733,ACTIVE,Chandran,Tresa,A,M,3,1988-08-20,8096 Northland Road,None,78702,Sherbrooke,IA,United States of America,(500) 953-3507,(794) 735-5217,746-8330,Tresa.A.Chandran@gmx.com.my,None,Delaware Income Tax for inherited wealth,0.06,New Brunswick Income Tax for the masses,0.4252,,,,,1,0,2018-12-02,9999-12-31
4154,560-67-9786,ACTIVE,Mcguigan,Elicia,,U,3,1983-06-16,6860 Emmonds Drive,Apt. 975,92517,Dawson City,AZ,United States of America,335-2125,(553) 784-3582,,Elicia.Mcguigan@consultant.com,None,California Tax for the masses,0.0432,Illinois Income Tax for school teachers,0.03,MCG216,578,1160132,HighValue+Boomer,1,0,2018-12-02,9999-12-31
4155,674-11-0907,ACTIVE,Gonzales,Udaya,F,F,2,1920-02-07,15898 Applewood Road,None,31206,Reno,MO,United States of America,(837) 468-0934,,,Udaya.F.Gonzales@netdove.net,Udaya.F.Gonzales@post.com,Saskatchewan Income Tax for inherited wealth,0.45,Yukon Income Tax for the unemployed,0.2636,,,,,1,0,2018-12-02,9999-12-31
4156,610-21-8357,ACTIVE,Fluney,Yoshimitsu,L,M,3,1933-09-17,19454 Hilltop Crescent,None,92426,Whitehorse,Manitoba,Canada,+1 (873) 222-6768,740-9481,760-3410,Yoshimitsu.L.Fluney@taunusstein.net,None,Saskatchewan Income Tax for inherited wealth,0.45,Oklahoma Income Tax for the masses,0.0318,,,,,1,0,2018-12-02,9999-12-31
4157,434-61-3009,ACTIVE,Shields,Court,O,U,3,1956-07-05,10570 Weizmann Lower,None,H6A 1Z4,Fort Worth,KS,United States of America,824-3598,+1 (514) 498-1250,+1 (510) 763-8557,Court.O.Shields@spamavert.com,None,Kansas Income Tax for blue collar workers,0.0645,Alabama Tax for inherited wealth,0.05,,,,,1,0,2018-12-02,9999-12-31
4158,260-07-4711,ACTIVE,Draier,Tarah,,U,3,1998-08-07,24185 Shallowford Lane,None,T6A 1A4,Salem,Quebec,United States of America,944-0963,,939-9085,Tarah.Draier@post.com,None,Kentucky Income Tax for the masses,0.05,Arkansas Tax for children,0.01,,,,,1,0,2018-12-02,9999-12-31
4159,713-11-8736,ACTIVE,Rance,Lai,,M,2,1941-05-12,8965 Griffin East,None,10280,St. Louis,NV,United States of America,936-5921,(384) 801-8575,801-9779,Lai.Rance@deadaddress.com,None,North Dakota Income Tax for school teachers,0.0534,Delaware Income Tax for the masses,0.0537,,,,,1,0,2018-12-02,9999-12-31
4160,482-19-8258,ACTIVE,Gaudon,Berta,,F,3,2011-02-01,9259 Winifred South,None,91916,Torrance,CT,United States of America,+1 (920) 019-6150,(250) 539-5038,,Berta.Gaudon@safe-mail.net,Berta.Gaudon@buffaloes.com,Alabama Tax for blue collar workers,0.02,Saskatchewan Income Tax for school teachers,0.295,,,,,1,0,2018-12-02,9999-12-31
4161,781-59-0246,ACTIVE,Bulz,Gunars,N,U,3,1939-08-12,18258 Clayton West,None,30385,San Buenaventura,Alberta,United States of America,(361) 571-1010,386-9442,,Gunars.N.Bulz@gmx.es,Gunars.N.Bulz@enveloped.org,British Columbia Income Tax for the unemployed,0.357,Nunavut Income Tax for inherited wealth,0.4205,,,,,1,0,2018-12-02,9999-12-31
4162,802-86-4456,ACTIVE,Ruzicka,Abdallah,,U,3,2009-10-12,11474 Dodd Lane,Apt. 200,V6O 1R5,San Buenaventura,British Columbia,United States of America,+1 (734) 014-6169,(292) 873-4926,576-1636,Abdallah.Ruzicka@yahoo.com,Abdallah.Ruzicka@gmx.co.uk,Arkansas Tax for school teachers,0.0333,U.S. Income Tax Bracket for the poor,0.15,,,,,1,1,2018-12-02,9999-12-31
4163,200-03-0845,ACTIVE,Raxter,Open,,U,2,1927-09-26,2415 Edgson Drive,None,90371,San Buenaventura,MA,United States of America,+1 (356) 233-1126,443-3099,448-3532,Open.Raxter@aussiemail.com.au,Open.Raxter@aussiemail.com.au,District of Columbia Income Tax for teachers,0.05,New Mexico Income Tax for school teachers,0.0495,,,,,1,1,2018-12-02,9999-12-31
4164,365-59-5085,ACTIVE,Flueckinger,Alexia,,M,3,1927-08-29,6072 Wesleyan Lower,None,38125,Chula Vista,TX,United States of America,198-8813,552-3943,,Alexia.Flueckinger@operamail.com,Alexia.Flueckinger@gmx.us,Missouri Income Tax for those driving SUVs,0.055,South Carolina Income Tax for blue collar workers,0.025,,,,,1,0,2018-12-02,9999-12-31
4165,931-08-1327,ACTIVE,Richmond,Kitty,B,U,3,1968-03-23,11594 Star Boulevard,None,85215,Salinas,NV,Canada,423-3414,(310) 164-9516,,Kitty.B.Richmond@gmx.co.uk,Kitty.B.Richmond@buffaloes.com,Virginia Income Tax for the masses,0.02,Delaware Income Tax for inherited wealth,0.06,,,,,1,0,2018-12-02,9999-12-31
4166,926-54-7248,INACTIVE,Luwemba,Arlinda,,M,2,1972-01-18,8716 Worthington South,None,70125,Vancouver,WI,United States of America,894-9520,,334-2707,Arlinda.Luwemba@gmx.com,Arlinda.Luwemba@gmx.sg,Delaware Income Tax for blue collar workers,0.022,New Mexico Income Tax for the unemployed,0.0712,,,,,1,1,2018-12-02,9999-12-31
4167,545-02-3746,ACTIVE,Su,Arlinda,P,U,3,1993-02-20,10938 Main Lane,None,99580,Mobile,Nova Scotia,Canada,784-0441,352-3215,,Arlinda.P.Su@snail-mail.net,None,Manitoba Income Tax for blue collar workers,0.269,Manitoba Income Tax for inherited wealth,0.464,,,,,1,0,2018-12-02,9999-12-31
4168,794-24-6894,ACTIVE,Grixti,Sterling,,U,3,1921-10-24,17068 Imperial Drive,None,94261,Huntington Beach,ND,United States of America,+1 (992) 279-5912,886-9098,714-9398,Sterling.Grixti@gmx.com,None,New Brunswick Income Tax for the elderly,0.3682,Prince Edward Island Income Tax for the unemployed,0.3718,,,,,1,0,2018-12-02,9999-12-31
4169,983-09-0494,ACTIVE,Darnel,Mommy,A,U,2,1939-05-22,2284 Northshore Boulevard,None,V6W 1W4,Huntington,DC,United States of America,(301) 343-4066,751-3185,,Mommy.A.Darnel@webmail.co.za,Mommy.A.Darnel@spamavert.com,Missouri Income Tax for blue collar workers,0.06,Louisana Income Tax for the elderly,0.02,,,,,1,0,2018-12-02,9999-12-31
4170,698-16-1864,ACTIVE,McDougall,Karina,G,U,3,1973-02-27,22506 Shelter Drive,None,E7O 1O8,Moreno Valley,New Brunswick,United States of America,(327) 034-4240,,(505) 586-0160,Karina.G.McDougall@4uchat.de,Karina.G.McDougall@moose-mail.com,Nova Scotia Income Tax for everyone else,0.3694,New Mexico Income Tax for inherited wealth,0.082,,,,,1,0,2018-12-02,9999-12-31
4171,916-45-0872,ACTIVE,MacGillivray,Panch,,F,3,1936-08-08,12807 McCardell Upper,None,05603,Hamilton,CT,Canada,(634) 738-6417,(712) 804-7663,,Panch.MacGillivray@gmx.sg,Panch.MacGillivray@hushmail.com,U.S. Income Tax Bracket for the filthy rich,0.391,Manitoba Income Tax for blue collar workers,0.269,,,,,1,0,2018-12-02,9999-12-31
4172,983-26-3392,ACTIVE,Psutka,Venkatakrishna,P,U,3,1954-05-05,4966 Westpark South,None,85208,Detroit,WA,United States of America,(261) 053-5863,(459) 565-9568,,Venkatakrishna.P.Psutka@gmx.ph,Venkatakrishna.P.Psutka@SaveWildlife.com,Hawaii Income Tax for everyone else,0.0696,Newfoundland Income Tax for children,0.0,,,,,1,0,2018-12-02,9999-12-31
4173,670-67-8877,ACTIVE,Dassani,Elicia,X,U,2,1983-09-08,17026 Durand North,None,M9D 1S7,Santa Ana,DE,Canada,+1 (598) 713-9699,,,Elicia.X.Dassani@hush.com,None,Montana Income Tax for the masses,0.03,Nunavut Income Tax for school teachers,0.2195,,,,,1,0,2018-12-02,9999-12-31
4174,593-24-4477,ACTIVE,Dowd,Shellie,,U,3,1962-11-19,5521 Beverly Lane,None,89012,Fort Collins,AZ,Canada,370-3032,+1 (316) 057-1090,,Shellie.Dowd@wraped.net,Shellie.Dowd@privacyharbor.com,Indiana Income Tax for the masses,0.034,New Jersey Income Tax for doctors and lawyers,0.0438,,,,,1,0,2018-12-02,9999-12-31
4175,296-51-0456,ACTIVE,DeMarco,Aurelie,,U,1,2010-07-07,19604 Roberts Park,None,89156,Los Angeles,CA,United States of America,773-6268,(315) 882-1606,,Aurelie.DeMarco@myfastmail.com,Aurelie.DeMarco@mail.com,New York Income Tax for doctors and lawyers,0.0543,New Mexico Income Tax for inherited wealth,0.082,,,,,1,0,2018-12-02,9999-12-31
4176,905-99-9134,ACTIVE,Saul,Brandie,,U,2,1970-11-28,23318 Grandview Street,None,39210,Idaho Falls,Saskatchewan,Canada,+1 (278) 702-0483,281-5589,+1 (355) 841-4062,Brandie.Saul@privacyharbor.com,None,Montana Income Tax for the masses,0.03,Alberta Income Tax for inherited wealth,0.39,,,,,1,0,2018-12-02,9999-12-31
4177,984-75-5605,INACTIVE,Rajczi,Johnette,,U,1,1946-01-04,12470 Woodtimber South,None,30397,Buffalo,NE,United States of America,180-2364,273-8699,,Johnette.Rajczi@yahoo.com,Johnette.Rajczi@fastmail.fm,Manitoba Income Tax for blue collar workers,0.269,Arizona Income Tax for inherited wealth,0.0504,,,,,1,1,2018-12-02,9999-12-31
4178,809-50-0127,INACTIVE,Stanley,Cynthea,,U,3,1979-07-21,20026 Richmond Lane,None,85055,Billings,MT,United States of America,,(573) 320-6454,+1 (351) 882-1665,Cynthea.Stanley@gmx.fr,None,Saskatchewan Income Tax for children,0.0,Iowa Income Tax for blue collar workers,0.0359,,,,,1,1,2018-12-02,9999-12-31
4179,886-19-4785,ACTIVE,Demren,Benoite,,U,3,1918-05-08,14255 Euclid Drive,None,35263,Billings,OR,United States of America,(707) 586-8446,424-0106,,Benoite.Demren@quake0.de,Benoite.Demren@lavabit.com,Northwest Territories Income Tax for workers,0.394,California Tax for blue collar workers,0.0764,,,,,1,0,2018-12-02,9999-12-31
4180,577-23-2179,ACTIVE,Mia,Vidya,,U,2,1945-12-11,9511 Forest Park Way,None,03061,Paterson,HI,Canada,309-5254,+1 (975) 791-2678,,Vidya.Mia@12Freeukisp.co.uk,None,Utah Income Tax for school teachers,0.0324,Alberta Income Tax for doctors and lawyers,0.36,,,,,1,0,2018-12-02,9999-12-31
4181,121-84-1956,ACTIVE,Sato,Odella,X,U,3,2001-10-09,14254 Hunt West,Apt. 740,60707,Calgary,NY,United States of America,230-1094,,,Odella.X.Sato@rediffmail.com,None,Iowa Income Tax for those driving SUVs,0.079,Canadian Income Tax for the huddled masses,0.22,Sat7443,593,1834374,Expenses+MoneyAlert+Spender,1,0,2018-12-02,9999-12-31
4182,683-85-7015,ACTIVE,Toomer,Gurjit,E,U,3,1968-12-01,23485 Sinclair Upper,None,55433,St. Paul,WY,United States of America,966-8617,+1 (760) 823-0588,,Gurjit.E.Toomer@icqmail.com,None,Arkansas Tax for doctors and lawyers,0.0567,Arkansas Tax for inherited wealth,0.07,,,,,1,0,2018-12-02,9999-12-31
4183,857-94-2766,INACTIVE,Benning,Grey,,U,3,2016-12-10,5686 Covecreek Way,None,84092,San Bernardino,UT,United States of America,282-1952,892-7221,,Grey.Benning@myfastmail.com,Grey.Benning@amplimail.com,Virginia Income Tax for blue collar workers,0.045,Arkansas Tax for school teachers,0.0333,,,,,1,1,2018-12-02,9999-12-31
4184,853-16-1977,ACTIVE,Szamosi,Tamqrah,C,U,3,1992-12-22,12273 Princeton Drive,None,60506,Santa Rosa,KS,United States of America,(496) 841-8109,,,Tamqrah.C.Szamosi@farce.de,None,Georgia Income Tax for school teachers,0.02,Hawaii Income Tax for inherited wealth,0.0875,,,,,1,0,2018-12-02,9999-12-31
4185,013-24-7462,ACTIVE,LaRue,Anthiathia,,F,3,1981-05-26,24679 Airport Crescent,None,95112,Concord,LA,United States of America,+1 (236) 574-7529,+1 (735) 193-1550,,Anthiathia.LaRue@doctor.com,None,Prince Edward Island Income Tax for children,0.0,Manitoba Income Tax for everyone else,0.434,,,,,1,0,2018-12-02,9999-12-31
4186,690-80-6939,ACTIVE,Amiot,Kentaro,N,U,2,1957-06-19,19436 Nowita East,None,78267,Montreal,NY,United States of America,150-8661,(414) 983-5862,,Kentaro.N.Amiot@mailmetrash.com,None,Connecticut Tax for the masses,0.03,Alaska Income Tax for children,0.0,,,,,1,0,2018-12-02,9999-12-31
4187,488-91-6607,ACTIVE,Lemley,Rhodia,,F,1,1993-11-20,291 Sheriden Street,None,T5A 1Z3,Los Angeles,IN,United States of America,+1 (937) 711-9538,,,Rhodia.Lemley@SoftHome.net,Rhodia.Lemley@born2frag.de,Alberta Income Tax for white collar workers,0.32,British Columbia Income Tax for children,0.0,,,,,1,0,2018-12-02,9999-12-31
4188,771-93-0849,INACTIVE,Stevanovic,Elisabetta,,U,,1967-05-12,1155 Panther Creek Rue,None,T5A 1P5,Macon,OK,United States of America,834-7471,(693) 013-7330,,Elisabetta.Stevanovic@usa.com,None,South Carolina Income Tax for the masses,0.052,Kansas Income Tax for blue collar workers,0.0645,,,,,1,1,2018-12-02,9999-12-31
4189,628-61-2528,ACTIVE,Musgrove,Gordon,,U,1,1953-03-22,24674 Windchime Court,None,85718,Brownsville,NV,United States of America,425-6213,751-1469,,Gordon.Musgrove@webmail.co.za,None,Ohio Income Tax for inherited wealth,0.0698,New Brunswick Income Tax for school teachers,0.2568,,,,,1,1,2018-12-02,9999-12-31
4190,265-54-9008,ACTIVE,Charbonneau,Kai-Ming,,U,1,1968-07-16,7615 Warren Upper,Apt. 767,H5I 1O5,Pembroke Pines,WI,United States of America,(275) 874-2728,,,Kai-Ming.Charbonneau@rediffmail.com,None,British Columbia Income Tax for the masses,0.397,Newfoundland Income Tax for doctors and lawyers,0.1057,Cha2052,356,3166187,MoneyAlert,1,0,2018-12-02,9999-12-31
4191,617-54-3885,ACTIVE,Cassidy,Garland,S,U,3,1923-05-23,12494 Bennington Road,None,78247,Boise,AR,United States of America,816-4932,(204) 279-2046,(204) 644-7550,Garland.S.Cassidy@hushmail.me,None,Newfoundland Income Tax for blue collar workers,0.2657,New Brunswick Income Tax for the elderly,0.3682,,,,,1,1,2018-12-02,9999-12-31
4192,250-95-4839,ACTIVE,DeWitte,Rand,,U,3,1972-01-13,13422 Winter Oaks South,None,22320,Torrance,Saskatchewan,United States of America,+1 (418) 612-9291,638-1336,,Rand.DeWitte@gmx.ph,None,Saskatchewan Income Tax for the unemployed,0.42,New Mexico Income Tax for the masses,0.0603,,,,,1,0,2018-12-02,9999-12-31
4193,685-59-5416,ACTIVE,Sufcak,Amato,,F,3,1995-07-14,16983 Flagler Drive,None,58102,Santa Clara,Nova Scotia,United States of America,(806) 537-1350,225-4235,,Amato.Sufcak@gmail.com,Amato.Sufcak@moose-mail.com,New Brunswick Income Tax for blue collar workers,0.3068,Manitoba Income Tax for school teachers,0.382,,,,,1,0,2018-12-02,9999-12-31
4194,520-16-4675,ACTIVE,Mendelsohn,Gerrilee,G,U,3,1943-05-19,24282 La Peer Rue,None,46207,Las Vegas,SC,United States of America,+1 (514) 259-8898,457-3319,,Gerrilee.G.Mendelsohn@SoftHome.net,None,Alberta Income Tax for white collar workers,0.32,Arkansas Tax for school teachers,0.0333,,,,,1,0,2018-12-02,9999-12-31
4195,284-01-2954,ACTIVE,Donoghue,Mal,P,U,3,1918-09-04,23779 Lacornia Upper,None,T5A 1U4,Warren,KS,United States of America,321-5485,,,Mal.P.Donoghue@stoned.com,None,Rhode Island Income Tax for children,0.0,Missouri Income Tax for school teachers,0.02,,,,,1,0,2018-12-02,9999-12-31
4196,619-37-6118,ACTIVE,Fevre-Renault,Gurvinder,,U,2,1987-06-21,16954 Cherokee Way,None,35274,Jacksonville,Quebec,United States of America,,(532) 995-3314,,Gurvinder.Fevre-Renault@gmx.it,None,Maryland Income Tax for school teachers,0.02,New Brunswick Income Tax for children,0.0,,,,,1,0,2018-12-02,9999-12-31
4197,048-62-2317,ACTIVE,Luszczek,Myrah,J,U,3,1957-05-07,8622 Brownway Park,None,T6B 1D5,Henderson,TN,Canada,995-0922,,,Myrah.J.Luszczek@snail-mail.net,None,New Jersey Income Tax for school teachers,0.0339,Ohio Income Tax for everyone else,0.0541,,,,,1,0,2018-12-02,9999-12-31
4198,493-27-6179,ACTIVE,Beitinjaneh,Del,,U,2,1943-12-31,23519 Towerwood Rue,None,78247,Albuquerque,Nova Scotia,United States of America,089-5275,103-7020,,Del.Beitinjaneh@privacyharbor.com,None,Hawaii Income Tax for the elderly,0.0339,Nunavut Income Tax for the masses,0.222,,,,,1,0,2018-12-02,9999-12-31
4199,223-74-9697,ACTIVE,Teague,Jastinder,E,U,2,1938-12-14,2387 Halle Lower,None,93751,Chula Vista,AR,United States of America,338-3354,+1 (940) 538-3788,698-6683,Jastinder.E.Teague@peacemail.com,Jastinder.E.Teague@wildmail.com,Newfoundland Income Tax for the elderly,0.3962,Montana Income Tax for the unemployed,0.07,,,,,1,0,2018-12-02,9999-12-31
4200,119-22-7427,ACTIVE,Keuning,Maisey,,U,2,1938-10-11,8726 Shiner Lane,None,63154,Little Rock,MT,United States of America,(506) 898-4044,,,Maisey.Keuning@hotmail.com,None,Iowa Income Tax for school teachers,0.0144,Ontario Income Tax for inherited wealth,0.4341,,,,,1,1,2018-12-02,9999-12-31
4201,874-99-6320,ACTIVE,Kusan,Antoinette,,U,2,2015-10-15,5902 Lincoln North,None,V5B 1P3,Baltimore,New Brunswick,Canada,500-6331,839-8838,,Antoinette.Kusan@lpemail.com,None,Arkansas Tax for inherited wealth,0.07,Montana Income Tax for inherited wealth,0.11,,,,,1,0,2018-12-02,9999-12-31
4202,316-63-3688,INACTIVE,DiLoreto,Gwenore,Q,U,3,1922-11-19,17109 Tide Mill North,None,E4B 1S9,Corpus Christi,MO,Canada,211-8525,,,Gwenore.Q.DiLoreto@mac.hush.com,None,Missouri Income Tax for everyone else,0.045,Canadian Income Tax for the huddled masses,0.22,,,,,1,1,2018-12-02,9999-12-31
4203,035-31-8303,ACTIVE,Schepps,Bqb,E,U,3,1995-06-17,9439 McAfee Park,None,48920,Nashville,DC,United States of America,419-6093,588-7298,,Bqb.E.Schepps@macgui.com,None,Oregon Income Tax for doctors and lawyers,0.07,Northwest Territories Income Tax for workers,0.394,,,,,1,0,2018-12-02,9999-12-31
4204,060-86-8231,ACTIVE,Piotto,Helen,,U,3,1992-01-26,14563 Kinland Crescent,None,95268,Fayetteville,NE,United States of America,(217) 028-5215,515-3915,,Helen.Piotto@born2frag.de,None,Nebraska Income Tax for the masses,0.0529,Wisconsin Income Tax for the elderly,0.054,,,,,1,0,2018-12-02,9999-12-31
4205,809-14-1676,ACTIVE,Einersen,Kapsch,E,U,3,1940-04-22,4221 Lake Park Road,None,94519,Boise,MT,United States of America,324-4390,(403) 925-0352,,Kapsch.E.Einersen@farce.de,Kapsch.E.Einersen@mail.be,Michigan Income Tax for blue collar workers,0.043,West Virginia Income Tax for the masses,0.0388,,,,,1,0,2018-12-02,9999-12-31
4206,055-37-3313,ACTIVE,St.,Gilligan,,U,3,1964-11-06,19655 9th Rue,None,81010,Regina,ND,United States of America,383-8012,+1 (529) 973-6171,466-3025,Gilligan.St.@hushmail.com,Gilligan.St.@farce.de,Kansas Income Tax for doctors and lawyers,0.035,British Columbia Income Tax for those driving SUVs,0.427,,,,,1,0,2018-12-02,9999-12-31
4207,252-61-9032,ACTIVE,Dasilva,Josef,,U,3,2005-01-25,5462 Knowles Court,None,V6U 1Q2,Santa Clara,IN,United States of America,(396) 666-5241,(409) 125-8487,,Josef.Dasilva@hushmail.com,Josef.Dasilva@devils.com,New Brunswick Income Tax for doctors and lawyers,0.16,Tennesse Income Tax for the masses,0.0,,,,,1,0,2018-12-02,9999-12-31
4208,770-57-3530,ACTIVE,Zawadka,Alana,X,U,3,1982-02-19,15303 Kinland Way,None,38174,Sherbrooke,NY,United States of America,(472) 759-0764,+1 (854) 992-7894,,Alana.X.Zawadka@webmail.co.za,None,Saskatchewan Income Tax for blue collar workers,0.16,Utah Income Tax for the elderly,0.0418,,,,,1,0,2018-12-02,9999-12-31
4209,092-62-2929,ACTIVE,Perrotta,Tana,R,U,2,1972-12-15,8552 Alpha Park,None,T5B 1V8,Livonia,NC,United States of America,(267) 370-7269,,,Tana.R.Perrotta@shtrudel.net,None,Missouri Income Tax for school teachers,0.02,Delaware Income Tax for the elderly,0.0283,,,,,1,0,2018-12-02,9999-12-31
4210,601-52-4148,ACTIVE,Rafael,Oper,,U,2,1973-01-25,695 Marcus Crescent,None,55122,Fresno,Ontario,United States of America,(831) 897-2247,,,Oper.Rafael@shtrudel.org,Oper.Rafael@myway.com,Yukon Income Tax for the masses,0.0,Ontario Income Tax for inherited wealth,0.4341,,,,,1,0,2018-12-02,9999-12-31
4211,873-26-6249,ACTIVE,Larrigan,Becka,,M,3,1977-10-04,20156 Southlake Drive,None,79955,Kitchener,MT,United States of America,+1 (478) 276-0743,+1 (603) 549-1095,(606) 744-5156,Becka.Larrigan@consultant.com,None,Yukon Income Tax for everyone else,0.3212,Nunavut Income Tax for the unemployed,0.377,,,,,1,0,2018-12-02,9999-12-31
4212,516-80-7240,ACTIVE,Lambregtse,Rigel,Y,U,,2003-06-16,20929 Lee East,None,92107,Santa Ana,NM,United States of America,178-0170,(274) 686-2563,+1 (487) 135-5377,Rigel.Y.Lambregtse@webmail.co.za,None,U.S. Income Tax Bracket for the well to do,0.355,Montana Income Tax for doctors and lawyers,0.04,,,,,1,0,2018-12-02,9999-12-31
4213,061-94-7886,ACTIVE,Choi,Lavena,,U,3,1947-02-27,3744 Peachtree Court,None,44305,Wichita,PA,United States of America,+1 (275) 279-1274,098-2185,,Lavena.Choi@born2frag.de,None,Oklahoma Income Tax for doctors and lawyers,0.0407,New York Income Tax for inherited wealth,0.0685,,,,,1,0,2018-12-02,9999-12-31
4214,771-02-5042,ACTIVE,Krause,Long,,U,2,1941-02-04,12835 Addison South,None,T6C 1I3,Montgomery,DE,United States of America,(967) 362-9729,026-0999,,Long.Krause@icqmail.com,None,South Carolina Income Tax for blue collar workers,0.025,Kentucky Income Tax for the elderly,0.02,,,,,1,1,2018-12-02,9999-12-31
4215,130-67-8503,ACTIVE,Hoeler,Moina,I,U,1,1978-08-26,21372 Woolridge Park,None,92421,Augusta,MI,Canada,693-8258,213-1341,+1 (402) 348-5638,Moina.I.Hoeler@europe.com,None,Saskatchewan Income Tax for inherited wealth,0.45,Manitoba Income Tax for the unemployed,0.394,,,,,1,0,2018-12-02,9999-12-31
4216,046-70-9462,ACTIVE,Robb,Arluene,,U,3,1965-12-04,6526 Snyder Rue,None,T5A 1V4,Palmdale,Nova Scotia,United States of America,023-2789,(950) 354-0635,,Arluene.Robb@gmx.hk,None,Georgia Income Tax for school teachers,0.02,Canadian Income Tax for the poor,0.16,,,,,1,0,2018-12-02,9999-12-31
4217,818-42-4877,ACTIVE,Lau,Evey,,U,2,1938-11-29,16383 Shoalwood East,None,60704,San Francisco,TN,United States of America,(319) 476-3473,,,Evey.Lau@care2.com,None,Virginia Income Tax for the masses,0.02,Hawaii Income Tax for everyone else,0.0696,,,,,1,0,2018-12-02,9999-12-31
